gene	gene_name	pvalue	n	n_indep	p_i_best	t_i_best	p_i_worst	t_i_worst	eigen_max	eigen_min	eigen_min_kept	z_min	z_max	z_mean	z_sd	tmi	status
ENSG00000149131.15	SERPING1	0.87173243	8	1	0.87173243	mashr_Brain_Amygdala	0.87173243	mashr_Brain_Hippocampus	8	3.83E-17	8	0.161458328	0.161458328	0.161458328	5.14E-17	1	0
ENSG00000175073.7	VCPIP1	0.871764726	10	1	0.871764726	mashr_Brain_Amygdala	0.871764726	mashr_Brain_Amygdala	10	4.67E-33	10	-0.16141732	0.16141732	-0.032283464	0.166711092	1	0
ENSG00000242147.1	RP13-463N16.6	0.871864749	1	1	0.871864749	mashr_Pituitary	0.871864749	mashr_Pituitary	1	1	1	-0.161290318	-0.161290318	-0.161290318	NA	1	0
ENSG00000140022.9	STON2	0.871979965	6	1	0.299929153	mashr_Brain_Hypothalamus	0.980775727	mashr_Brain_Anterior_cingulate_cortex_BA24	3.273885637	2.56E-16	3.273885637	-1.036585331	0.024096385	-0.366367338	0.507891409	1	0
ENSG00000120910.14	PPP3CC	0.872022297	10	1	0.488744109	mashr_Spleen	0.889215702	mashr_Brain_Cortex	7.3125102	6.54E-17	7.3125102	-0.692307711	0.629213512	0.086006867	0.462986923	1	0
ENSG00000258499.1	RP11-862G15.2	0.872134472	9	1	0.026619377	mashr_Brain_Amygdala	0.991918425	mashr_Brain_Caudate_basal_ganglia	6.812703538	2.88E-17	6.812703538	-2.217054367	0.882352948	-0.328386497	1.14268762	1	0
ENSG00000162385.10	MAGOH	0.872156767	1	1	0.872156767	mashr_Brain_Caudate_basal_ganglia	0.872156767	mashr_Brain_Caudate_basal_ganglia	1	1	1	0.160919547	0.160919547	0.160919547	NA	1	0
ENSG00000174177.12	CTU2	0.872296639	10	1	0.380243901	mashr_Brain_Putamen_basal_ganglia	0.872114159	mashr_Brain_Anterior_cingulate_cortex_BA24	6.408403158	5.86E-17	6.408403158	-0.781114106	0.877446988	0.120071905	0.491378715	1	0
ENSG00000253313.5	C1orf210	0.872329414	6	1	0.149005371	mashr_Brain_Hypothalamus	0.755215712	mashr_Brain_Hippocampus	2.682106805	3.66E-33	2.682106805	0.31176949	1.443053607	0.918479444	0.458944487	1	0
ENSG00000172167.7	MTBP	0.872425021	10	1	0.306436823	mashr_Brain_Substantia_nigra	0.98915264	mashr_Brain_Caudate_basal_ganglia	9.230011643	7.78E-17	9.230011643	0.013595569	1.022727251	0.195586305	0.292367752	1	0
ENSG00000187736.12	NHEJ1	0.8724472	11	1	0.507384963	mashr_Brain_Amygdala	0.932003086	mashr_Spleen	8.793883748	3.35E-17	8.793883748	-0.662915049	0.616326511	0.156198169	0.3391546	1	0
ENSG00000184305.14	CCSER1	0.872466111	2	1	0.294549815	mashr_Brain_Caudate_basal_ganglia	0.438672933	mashr_Brain_Putamen_basal_ganglia	1.454133131	0.545866869	1.454133131	-1.048192739	0.774436116	-0.136878312	1.288793223	1	0
ENSG00000100321.14	SYNGR1	0.872471151	8	1	0.010413191	mashr_Spleen	0.939839414	mashr_Brain_Amygdala	3.547314047	2.61E-17	3.547314047	-1.548780441	2.561797857	0.318977482	1.234005759	1	0
ENSG00000105428.5	ZNRF4	0.872544085	1	1	0.872544085	mashr_Brain_Amygdala	0.872544085	mashr_Brain_Amygdala	1	1	1	-0.160427809	-0.160427809	-0.160427809	NA	1	0
ENSG00000181894.14	ZNF329	0.872550726	10	1	0.042840029	mashr_Brain_Anterior_cingulate_cortex_BA24	0.902423724	mashr_Brain_Hippocampus	7.276181509	1.76E-16	7.276181509	-1.32292421	2.025266284	0.206114229	1.067315617	1	0
ENSG00000085999.11	RAD54L	0.872584697	7	1	0.608076859	mashr_Brain_Substantia_nigra	0.927564824	mashr_Brain_Anterior_cingulate_cortex_BA24	5.063836864	2.79E-18	5.063836864	-0.512820542	0.22167456	-0.009388372	0.246193389	1	0
ENSG00000175105.6	ZNF654	0.872823012	11	1	0.414367951	mashr_Brain_Substantia_nigra	0.938229912	mashr_Brain_Anterior_cingulate_cortex_BA24	7.427554254	5.19E-18	7.427554254	-0.816231138	-0.07749482	-0.296941165	0.327656509	1	0
ENSG00000282860.1	RP11-153F10.2	0.872824184	11	1	0.495053262	mashr_Brain_Amygdala	0.943122359	mashr_Brain_Hypothalamus	9.662022265	1.69E-17	9.662022265	-0.68229369	-0.071346033	-0.164551156	0.185845089	1	0
ENSG00000130762.14	ARHGEF16	0.872833083	10	1	0.327283498	mashr_Brain_Amygdala	0.905240919	mashr_Brain_Caudate_basal_ganglia	7.524562406	2.47E-18	7.524562406	-0.979600217	0.266666681	0.025600082	0.406640345	1	0
ENSG00000161921.14	CXCL16	0.87303188	10	1	0.777308481	mashr_Brain_Amygdala	0.966383144	mashr_Brain_Nucleus_accumbens_basal_ganglia	9.482451996	4.99E-19	9.482451996	0.042144954	0.282828271	0.155655237	0.115828048	1	0
ENSG00000034152.18	MAP2K3	0.873119083	11	1	0.584905112	mashr_Brain_Amygdala	0.868037291	mashr_Brain_Substantia_nigra	5.68363956	5.45E-18	5.68363956	-0.224215239	0.546233979	0.190261017	0.322322736	1	0
ENSG00000120215.9	MLANA	0.873289377	2	1	0.864434729	mashr_Spleen	0.952251019	mashr_Pituitary	1.045470795	0.954529205	1.045470795	-0.170731708	-0.059880238	-0.115305973	0.078383826	1	0
ENSG00000137200.12	CMTR1	0.873374907	6	1	0.311514987	mashr_Brain_Putamen_basal_ganglia	0.782841195	mashr_Brain_Caudate_basal_ganglia	3.671795212	7.21E-36	3.671795212	-0.620967746	1.012048244	-0.073924422	0.733568006	1	0
ENSG00000101109.11	STK4	0.873431281	5	1	0.002391856	mashr_Brain_Amygdala	0.867223667	mashr_Brain_Putamen_basal_ganglia	3.59715581	3.26E-17	3.59715581	-1.963855386	3.036697149	0.248005561	1.881722229	1	0
ENSG00000070669.16	ASNS	0.873454992	9	1	0.199824642	mashr_Brain_Amygdala	0.853077977	mashr_Brain_Caudate_basal_ganglia	4.27727312	1.16E-16	4.27727312	-1.282051325	0.602272749	-0.451989426	0.566287103	1	0
ENSG00000104299.14	INTS9	0.873709955	2	1	0.691496217	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.906347316	mashr_Spleen	1.542496185	0.457503815	1.542496185	-0.117647059	0.396825403	0.139589172	0.363786967	1	0
ENSG00000188163.7	FAM166A	0.873714064	9	1	0.444089284	mashr_Brain_Hypothalamus	0.964327102	mashr_Brain_Amygdala	8.468780048	3.20E-17	8.468780048	-0.765306115	0.112244897	-0.158779585	0.397469315	1	0
ENSG00000070886.11	EPHA8	0.873800927	10	1	0.197374633	mashr_Brain_Substantia_nigra	0.937560284	mashr_Brain_Anterior_cingulate_cortex_BA24	4.909287568	1.76E-16	4.909287568	-1.289067465	1.245414662	0.062842839	0.846182944	1	0
ENSG00000165626.16	BEND7	0.873877262	6	1	0.308023806	mashr_Brain_Anterior_cingulate_cortex_BA24	0.835762244	mashr_Brain_Caudate_basal_ganglia	4.574452282	7.43E-17	4.574452282	-1.019377453	0.416666657	0.064859853	0.585073016	1	0
ENSG00000140391.14	TSPAN3	0.873987468	6	1	0.358302387	mashr_Pituitary	0.951963719	mashr_Brain_Hypothalamus	5.0767919	1.78E-17	5.0767919	0.060240965	0.918604672	0.272573495	0.357498854	1	0
ENSG00000186104.10	CYP2R1	0.874033996	3	1	0.874033996	mashr_Brain_Amygdala	0.874033996	mashr_Brain_Amygdala	3	8.20E-17	3	0.158536583	0.158536583	0.158536583	0	1	0
ENSG00000165886.4	UBTD1	0.874089241	10	1	0.000189458	mashr_Brain_Cortex	0.992637237	mashr_Brain_Hippocampus	5.782916973	3.56E-17	5.782916973	-3.732673168	1.481927752	-0.652831984	2.047608661	1	0
ENSG00000101084.17	C20orf24	0.874121601	10	1	0.871328032	mashr_Brain_Caudate_basal_ganglia	0.992750413	mashr_Brain_Amygdala	8.106628301	8.37E-35	8.106628301	-0.009086135	0.161971837	0.135244018	0.059043673	1	0
ENSG00000102910.13	LONP2	0.874148572	11	1	0.015350604	mashr_Brain_Amygdala	0.90774167	mashr_Brain_Nucleus_accumbens_basal_ganglia	6.77835442	2.81E-17	6.77835442	-2.424000025	0.399313549	-0.274748003	0.766973332	1	0
ENSG00000160959.7	LRRC14	0.874197927	11	1	0.506465533	mashr_Pituitary	0.994770417	mashr_Brain_Hypothalamus	7.306625385	2.58E-18	7.306625385	-0.147971362	0.664351239	0.098757766	0.25557339	1	0
ENSG00000148541.12	FAM13C	0.874269557	8	1	0.38018742	mashr_Brain_Putamen_basal_ganglia	0.895155974	mashr_Brain_Anterior_cingulate_cortex_BA24	6.015710063	9.85E-22	6.015710063	-0.877551019	-0.131782949	-0.308940925	0.328632872	1	0
ENSG00000163645.14	ERICH6	0.87437987	7	1	0.66251088	mashr_Brain_Hypothalamus	0.904101393	mashr_Brain_Nucleus_accumbens_basal_ganglia	6.538405382	5.88E-17	6.538405382	-0.318681329	0.436449157	-0.149809963	0.266879165	1	0
ENSG00000236008.1	LINC01814	0.874413574	2	1	0.729056495	mashr_Pituitary	0.969166494	mashr_Spleen	1.895335283	0.104664717	1.895335283	-0.038653692	0.346380876	0.153863592	0.272260555	1	0
ENSG00000132912.12	DCTN4	0.874416286	11	1	0.841480579	mashr_Brain_Hippocampus	0.911528237	mashr_Brain_Putamen_basal_ganglia	10.91758902	2.56E-18	10.91758902	-0.200000003	-0.111111112	-0.157456924	0.044889597	1	0
ENSG00000100342.20	APOL1	0.874579526	9	1	0.57537516	mashr_Pituitary	0.942574932	mashr_Brain_Anterior_cingulate_cortex_BA24	7.658771214	2.09E-17	7.658771214	-0.560152886	0.326633155	0.135263083	0.279004141	1	0
ENSG00000205531.12	NAP1L4	0.874648968	11	1	0.23208087	mashr_Spleen	1	mashr_Brain_Amygdala	9.8907464	2.74E-17	9.8907464	-0.075613273	1.195015766	0.175710294	0.390494102	1	0
ENSG00000221988.12	PPT2	0.874671104	10	1	0.752162318	mashr_Pituitary	0.966057711	mashr_Brain_Hypothalamus	7.510795961	9.73E-18	7.510795961	-0.315789461	0.315789461	0.100271929	0.174074294	1	0
ENSG00000127616.17	SMARCA4	0.874730287	9	1	0.036732347	mashr_Brain_Cortex	0.73515851	mashr_Brain_Caudate_basal_ganglia	6.129762415	2.71E-19	6.129762415	-0.848782964	2.088726536	0.143671066	1.113651161	1	0
ENSG00000213920.8	MDP1	0.874824469	4	1	0.205874172	mashr_Spleen	0.911528237	mashr_Brain_Putamen_basal_ganglia	2.932477079	2.16E-16	2.932477079	-0.471074373	1.264992067	0.142923868	0.767050286	1	0
ENSG00000197168.11	NEK5	0.874895056	11	1	0.761075277	mashr_Brain_Hippocampus	0.976067054	mashr_Brain_Anterior_cingulate_cortex_BA24	10.89493592	9.47E-19	10.89493592	-0.304069061	-0.029999999	-0.156677994	0.126221979	1	0
ENSG00000223414.2	LINC00473	0.875063011	11	1	0.861809713	mashr_Brain_Cortex	0.879114966	mashr_Brain_Amygdala	9.107364489	8.30E-20	9.107364489	-0.158273384	0.174070938	0.125874437	0.094471572	1	0
ENSG00000158006.13	PAFAH2	0.875066256	9	1	0.020423441	mashr_Brain_Caudate_basal_ganglia	0.981932102	mashr_Brain_Nucleus_accumbens_basal_ganglia	6.549729377	1.70E-34	6.549729377	-0.258823544	2.31847645	0.068036835	0.847464459	1	0
ENSG00000197837.3	HIST4H4	0.875131541	9	1	0.447484534	mashr_Brain_Substantia_nigra	0.980533752	mashr_Brain_Hypothalamus	4.466031664	4.40E-18	4.466031664	-0.759615362	0.434343427	-0.074849757	0.436332739	1	0
ENSG00000100014.19	SPECC1L	0.875200557	10	1	0.736880717	mashr_Brain_Caudate_basal_ganglia	0.98675771	mashr_Brain_Putamen_basal_ganglia	8.868629462	3.37E-17	8.868629462	-0.335986937	-0.016597511	-0.142497866	0.079239164	1	0
ENSG00000164588.6	HCN1	0.875268243	2	1	0.50097529	mashr_Brain_Caudate_basal_ganglia	0.655590458	mashr_Brain_Putamen_basal_ganglia	1.045158793	0.954841207	1.045158793	-0.67295599	-0.446009398	-0.559482694	0.160475474	1	0
ENSG00000109436.7	TBC1D9	0.875322325	11	1	0.220681095	mashr_Brain_Caudate_basal_ganglia	0.990816769	mashr_Spleen	9.423115979	1.96E-18	9.423115979	-0.190721646	1.224719048	-0.036205272	0.422373252	1	0
ENSG00000144648.15	ACKR2	0.875356938	11	1	0.611939523	mashr_Brain_Anterior_cingulate_cortex_BA24	0.972492191	mashr_Brain_Amygdala	9.411942087	1.24E-16	9.411942087	0.034482758	0.507306864	0.146537203	0.170450137	1	0
ENSG00000070601.9	FRMPD1	0.875486701	10	1	0.308388286	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.932016484	mashr_Brain_Hypothalamus	4.111365439	4.83E-19	4.111365439	-1.018609723	0.45348838	-0.191174346	0.392136371	1	0
ENSG00000162892.15	IL24	0.875572999	1	1	0.875572999	mashr_Pituitary	0.875572999	mashr_Pituitary	1	1	1	0.156583637	0.156583637	0.156583637	NA	1	0
ENSG00000188175.9	HEPACAM2	0.875587175	4	1	0.875587175	mashr_Brain_Substantia_nigra	0.875587175	mashr_Brain_Anterior_cingulate_cortex_BA24	4	1.01E-16	4	0.156565651	0.156565651	0.156565651	5.55E-17	1	0
ENSG00000196268.11	ZNF493	0.875593051	11	1	0.667622015	mashr_Brain_Cortex	0.910983672	mashr_Spleen	10.44849812	3.73E-17	10.44849812	-0.344827592	0.429413935	0.166917118	0.262650275	1	0
ENSG00000110723.11	EXPH5	0.875803217	11	1	0.574814163	mashr_Brain_Hypothalamus	0.940194837	mashr_Spleen	6.566970681	7.18E-18	6.566970681	-0.418980281	0.560975611	-0.075393195	0.384921393	1	0
ENSG00000258952.2	SALRNA1	0.875835966	1	1	0.875835966	mashr_Pituitary	0.875835966	mashr_Pituitary	1	1	1	0.15625	0.15625	0.15625	NA	1	0
ENSG00000182827.8	ACBD3	0.87598711	10	1	0.01086502	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.87066371	mashr_Pituitary	6.504403093	1.27E-18	6.504403093	-2.547010372	1.017699122	-0.261213326	1.526926393	1	0
ENSG00000198952.8	SMG5	0.876058764	8	1	0.470157871	mashr_Brain_Hypothalamus	0.92507534	mashr_Brain_Putamen_basal_ganglia	6.837228749	8.04E-18	6.837228749	-0.722222209	0.419753075	-0.147064219	0.529131491	1	0
ENSG00000124440.15	HIF3A	0.876116833	8	1	0.159021844	mashr_Pituitary	0.835502047	mashr_Spleen	5.193256983	1.44E-17	5.193256983	-1.408368966	0.478111492	-0.133445383	0.684644134	1	0
ENSG00000048028.11	USP28	0.876154434	5	1	0.026318701	mashr_Brain_Anterior_cingulate_cortex_BA24	0.948970224	mashr_Brain_Caudate_basal_ganglia	2.124139039	1.37E-16	2.124139039	-2.221476555	0.397590369	-0.620348713	0.990589562	1	0
ENSG00000000460.16	C1orf112	0.876221786	8	1	0.64073838	mashr_Pituitary	0.940000829	mashr_Brain_Nucleus_accumbens_basal_ganglia	3.507415067	1.02E-17	3.507415067	-0.466666669	0.10569106	-0.094112431	0.197380714	1	0
ENSG00000127995.16	CASD1	0.87626626	11	1	0.015207302	mashr_Pituitary	0.823894075	mashr_Brain_Substantia_nigra	7.517720935	3.59E-17	7.517720935	-0.636009868	2.42740422	0.349149196	1.068334795	1	0
ENSG00000235358.1	RP11-399E6.1	0.876309809	10	1	0.367714167	mashr_Spleen	0.956554872	mashr_Pituitary	7.729230773	3.16E-17	7.729230773	-0.900763333	0.463414639	0.024230218	0.459233411	1	0
ENSG00000172399.5	MYOZ2	0.876311912	9	1	0.011413833	mashr_Brain_Caudate_basal_ganglia	0.771569472	mashr_Brain_Amygdala	4.22108074	1.80E-32	4.22108074	-2.529766888	1.196910043	-0.338351057	1.112066296	1	0
ENSG00000163380.15	LMOD3	0.876343135	7	1	0.44051072	mashr_Spleen	0.949259777	mashr_Brain_Anterior_cingulate_cortex_BA24	4.078060957	1.40E-17	4.078060957	-0.771331072	0.063636363	-0.319190376	0.362647359	1	0
ENSG00000197563.10	PIGN	0.876520246	11	1	0.342668875	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.991390153	mashr_Brain_Putamen_basal_ganglia	9.226044423	4.70E-17	9.226044423	-0.406732937	0.94890511	0.175639947	0.435397633	1	0
ENSG00000149418.10	ST14	0.876877419	10	1	0.753613756	mashr_Spleen	0.975086149	mashr_Pituitary	9.832507987	1.03E-19	9.832507987	-0.313877926	-0.031229957	-0.154235887	0.068188461	1	0
ENSG00000234396.3	RP11-181G12.4	0.87700902	1	1	0.87700902	mashr_Spleen	0.87700902	mashr_Spleen	1	1	1	0.15476191	0.15476191	0.15476191	NA	1	0
ENSG00000255727.1	LINC01489	0.87700902	1	1	0.87700902	mashr_Spleen	0.87700902	mashr_Spleen	1	1	1	0.15476191	0.15476191	0.15476191	NA	1	0
ENSG00000173267.13	SNCG	0.877028954	11	1	0.267476125	mashr_Brain_Hippocampus	0.920516543	mashr_Brain_Amygdala	6.627800015	2.13E-17	6.627800015	-0.243902445	1.108893508	0.393878604	0.490916282	1	0
ENSG00000103184.11	SEC14L5	0.877042316	9	1	0.292867517	mashr_Brain_Cortex	0.990387166	mashr_Brain_Hippocampus	5.192445383	4.80E-17	5.192445383	-1.051851869	0.97647059	0.021252761	0.51714797	1	0
ENSG00000107099.15	DOCK8	0.877064664	11	1	0.67821831	mashr_Brain_Hypothalamus	0.994098318	mashr_Brain_Substantia_nigra	7.371237065	9.40E-17	7.371237065	-0.349233894	0.414895629	0.097398658	0.287088734	1	0
ENSG00000172243.17	CLEC7A	0.877113487	11	1	0.451351051	mashr_Brain_Amygdala	0.981368573	mashr_Brain_Hypothalamus	5.500496715	7.54E-17	5.500496715	-0.717768465	0.75316453	-0.033862274	0.482275216	1	0
ENSG00000123094.15	RASSF8	0.87718572	10	1	0.372713158	mashr_Brain_Anterior_cingulate_cortex_BA24	0.964070232	mashr_Brain_Amygdala	5.65760993	4.98E-17	5.65760993	-0.100539318	0.891402721	0.384926997	0.370774337	1	0
ENSG00000214954.8	LRRC69	0.877187325	11	1	0.392498202	mashr_Spleen	0.980957849	mashr_Brain_Anterior_cingulate_cortex_BA24	8.54590562	7.05E-19	8.54590562	-0.855095642	0.241579055	0.084981968	0.32309706	1	0
ENSG00000182993.3	C12orf60	0.877212815	11	1	0.635193744	mashr_Brain_Hippocampus	0.991540574	mashr_Pituitary	9.766109553	1.07E-16	9.766109553	0.010602516	0.474429383	0.151472308	0.157947775	1	0
ENSG00000120251.18	GRIA2	0.877285079	11	1	0.877285079	mashr_Brain_Amygdala	0.877285079	mashr_Brain_Caudate_basal_ganglia	11	5.85E-19	11	0.154411763	0.154411763	0.154411763	3.62E-17	1	0
ENSG00000111445.13	RFC5	0.87734156	5	1	0.218819372	mashr_Brain_Amygdala	0.745342787	mashr_Brain_Putamen_basal_ganglia	3.02977727	7.40E-17	3.02977727	-1.229673559	0.324786335	-0.418331533	0.76843563	1	0
ENSG00000109332.19	UBE2D3	0.877357391	11	1	0.417742025	mashr_Brain_Caudate_basal_ganglia	0.871158139	mashr_Spleen	9.669877462	4.87E-17	9.669877462	-0.810344815	0.536585391	0.091052898	0.464647745	1	0
ENSG00000115541.10	HSPE1	0.877359606	11	1	0.350595582	mashr_Pituitary	0.992100282	mashr_Brain_Hypothalamus	10.11928306	3.10E-19	10.11928306	-0.933434679	0.79115896	0.14658915	0.454780729	1	0
ENSG00000151365.2	THRSP	0.877404653	9	1	0.430924518	mashr_Brain_Hypothalamus	0.864652678	mashr_Brain_Cortex	6.310808864	1.84E-18	6.310808864	-0.78761059	0.78761059	-0.191646114	0.620269363	1	0
ENSG00000174948.5	GPR149	0.87753218	1	1	0.87753218	mashr_Brain_Anterior_cingulate_cortex_BA24	0.87753218	mashr_Brain_Anterior_cingulate_cortex_BA24	1	1	1	0.154098362	0.154098362	0.154098362	NA	1	0
ENSG00000271991.1	RP11-79O8.1	0.877955797	9	1	0.042127541	mashr_Spleen	0.9070278	mashr_Brain_Anterior_cingulate_cortex_BA24	7.754059874	1.49E-17	7.754059874	-2.032258034	-0.11678832	-0.377923883	0.636818857	1	0
ENSG00000162585.16	FAAP20	0.87801416	9	1	0.373176008	mashr_Brain_Caudate_basal_ganglia	0.900811663	mashr_Brain_Nucleus_accumbens_basal_ganglia	7.435655585	4.14E-17	7.435655585	-0.890539985	0.623529434	-0.149090016	0.581846162	1	0
ENSG00000117394.20	SLC2A1	0.878112337	10	1	0.448439949	mashr_Brain_Substantia_nigra	0.90052355	mashr_Brain_Cortex	7.599267705	4.83E-18	7.599267705	-0.673088742	0.758018431	0.105584906	0.406890746	1	0
ENSG00000110200.8	ANAPC15	0.87817379	11	1	0.87817379	mashr_Brain_Amygdala	0.87817379	mashr_Brain_Amygdala	11	1.59E-32	11	-0.153284669	0.153284669	-0.125414729	0.092434133	1	0
ENSG00000142046.14	TMEM91	0.878253943	8	1	0.462720219	mashr_Spleen	0.784327318	mashr_Brain_Amygdala	5.470473561	2.20E-17	5.470473561	-0.734375	0.695652187	-0.112567227	0.566797284	1	0
ENSG00000149679.11	CABLES2	0.878270035	11	1	0.251653901	mashr_Brain_Hippocampus	0.996743824	mashr_Spleen	10.25718425	3.15E-17	10.25718425	-0.503797553	1.146341443	0.154475163	0.641255698	1	0
ENSG00000233954.6	UQCRHL	0.878472606	8	1	0.840268229	mashr_Brain_Caudate_basal_ganglia	0.943056668	mashr_Pituitary	7.986979339	1.97E-33	7.986979339	-0.201550394	-0.071428575	-0.152754712	0.06734444	1	0
ENSG00000260259.1	LINC02166	0.878477088	11	1	0.000437304	mashr_Spleen	0.887698211	mashr_Brain_Anterior_cingulate_cortex_BA24	7.486325982	2.28E-17	7.486325982	-3.516483545	1.158536553	-0.483912698	1.521602193	1	0
ENSG00000179148.9	ALOXE3	0.878611388	5	1	0.014558403	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.735185885	mashr_Brain_Cortex	3.677064379	8.78E-18	3.677064379	-2.443181753	0.440932718	-0.197508634	1.256156814	1	0
ENSG00000275630.1	RP6-65G23.5	0.878886475	8	1	0.878886475	mashr_Brain_Anterior_cingulate_cortex_BA24	0.878886475	mashr_Brain_Anterior_cingulate_cortex_BA24	8	2.26E-18	8	-0.152380958	-0.152380958	-0.152380958	0	1	0
ENSG00000117152.13	RGS4	0.879065	7	1	0.718686307	mashr_Brain_Hypothalamus	0.950007765	mashr_Brain_Cortex	4.116606383	5.52E-17	4.116606383	-0.360215068	-0.062697027	-0.230385603	0.107967864	1	0
ENSG00000127774.6	EMC6	0.879105258	5	1	0.879105258	mashr_Brain_Amygdala	0.879105258	mashr_Brain_Amygdala	5	3.54E-33	5	-0.152103558	0.152103558	0.091262135	0.136045558	1	0
ENSG00000060140.8	STYK1	0.879168201	8	1	0.006193187	mashr_Brain_Caudate_basal_ganglia	0.828427908	mashr_Brain_Cortex	4.456229197	5.81E-17	4.456229197	-2.737373829	0.309734523	-0.260468311	1.047189623	1	0
ENSG00000082074.15	FYB	0.879196245	11	1	0.355760022	mashr_Brain_Cortex	0.905656825	mashr_Brain_Substantia_nigra	5.766802844	4.30E-17	5.766802844	-0.839714978	0.923474426	-0.186174354	0.413429006	1	0
ENSG00000172375.12	C2CD2L	0.879220484	6	1	0.474114277	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.854855428	mashr_Brain_Caudate_basal_ganglia	5.831607791	1.05E-17	5.831607791	-0.182926834	0.715800932	0.216502203	0.375530885	1	0
ENSG00000135040.15	NAA35	0.87926398	11	1	0.08135858	mashr_Spleen	0.897380338	mashr_Brain_Hippocampus	5.272443647	3.44E-17	5.272443647	-1.076428306	1.742857099	0.257198393	0.820039911	1	0
ENSG00000266913.1	LINC01841	0.879266812	1	1	0.879266812	mashr_Spleen	0.879266812	mashr_Spleen	1	1	1	-0.151898727	-0.151898727	-0.151898727	NA	1	0
ENSG00000124226.10	RNF114	0.879304512	11	1	0.179687093	mashr_Brain_Amygdala	0.938235751	mashr_Brain_Caudate_basal_ganglia	6.505978551	1.40E-17	6.505978551	-0.248856262	1.341719097	0.272425045	0.580155476	1	0
ENSG00000189366.9	ALG1L	0.879318485	10	1	0.587767519	mashr_Pituitary	0.993711287	mashr_Brain_Nucleus_accumbens_basal_ganglia	7.757629831	0.000215128	7.757629831	-0.542074014	0.010989011	-0.193102354	0.183526844	1	0
ENSG00000162444.11	RBP7	0.879327165	10	1	0.293539935	mashr_Brain_Substantia_nigra	0.883154864	mashr_Brain_Cortex	9.000364788	6.50E-17	9.000364788	0.146971059	1.050387621	0.239542635	0.284903234	1	0
ENSG00000101557.14	USP14	0.87935806	10	1	0.464177414	mashr_Pituitary	0.975449507	mashr_Brain_Hypothalamus	5.971109958	1.51E-17	5.971109958	-0.731985507	0.32631579	-0.046643816	0.416474077	1	0
ENSG00000187609.15	EXD3	0.879367397	9	1	0.020787169	mashr_Brain_Caudate_basal_ganglia	0.950822438	mashr_Brain_Amygdala	2.602128341	1.11E-17	2.602128341	-2.311827898	0.923352702	-0.507596045	1.037787596	1	0
ENSG00000145623.12	OSMR	0.879416433	11	1	0.084629908	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.987149289	mashr_Brain_Hypothalamus	8.056259391	2.55E-17	8.056259391	-1.724431872	0.285269613	-0.189697458	0.527769805	1	0
ENSG00000089876.11	DHX32	0.87948817	5	1	0.566621883	mashr_Brain_Anterior_cingulate_cortex_BA24	0.895812972	mashr_Brain_Caudate_basal_ganglia	3.588047953	5.30E-17	3.588047953	-0.57303369	0.130952388	-0.149166614	0.383577608	1	0
ENSG00000242715.7	CCDC169	0.879535303	10	1	0.581526276	mashr_Brain_Amygdala	0.969945173	mashr_Brain_Hippocampus	8.713590088	5.24E-18	8.713590088	-0.057050207	0.551156677	0.160329295	0.216645192	1	0
ENSG00000198785.4	GRIN3A	0.879614261	7	1	0.057199172	mashr_Pituitary	0.95734335	mashr_Spleen	3.968542886	3.98E-17	3.968542886	-0.543209851	1.901785731	0.580332241	0.996112647	1	0
ENSG00000165716.10	FAM69B	0.879626346	7	1	0.698684574	mashr_Brain_Anterior_cingulate_cortex_BA24	0.991688853	mashr_Brain_Cortex	4.20864657	1.95E-18	4.20864657	-0.387096763	0.183908045	-0.15545995	0.188562835	1	0
ENSG00000173406.15	DAB1	0.879648101	10	1	0.696839036	mashr_Pituitary	0.994259873	mashr_Brain_Amygdala	7.805247946	6.49E-18	7.805247946	-0.389590963	0.007194245	-0.142458616	0.162933658	1	0
ENSG00000116147.16	TNR	0.879746607	11	1	0.638792489	mashr_Brain_Substantia_nigra	0.8805366	mashr_Brain_Amygdala	10.00041512	2.94E-34	10.00041512	0.150289014	0.46938777	0.179297992	0.096211895	1	0
ENSG00000272798.1	CTA-390C10.9	0.87984568	5	1	0.477015375	mashr_Brain_Cortex	0.831237457	mashr_Brain_Putamen_basal_ganglia	2.681165721	2.32E-06	2.681165721	-0.711111128	0.450436599	-0.247268	0.445234255	1	0
ENSG00000158985.13	CDC42SE2	0.879890221	11	1	0.066462121	mashr_Brain_Putamen_basal_ganglia	0.72116219	mashr_Brain_Cortex	5.644956089	4.62E-17	5.644956089	-1.835294127	1.716981173	-0.214837929	1.354861171	1	0
ENSG00000224924.6	LINC00320	0.880065709	7	1	0.331753381	mashr_Brain_Anterior_cingulate_cortex_BA24	0.937816767	mashr_Brain_Putamen_basal_ganglia	5.243219815	2.30E-18	5.243219815	-0.371428579	0.970588207	0.104460361	0.450075472	1	0
ENSG00000140749.8	IGSF6	0.880186362	10	1	0.432736407	mashr_Brain_Cortex	0.924690247	mashr_Brain_Amygdala	9.262671823	6.91E-17	9.262671823	-0.784517689	-0.094527364	-0.173946465	0.217017791	1	0
