gene	gene_name	pvalue	n	n_indep	p_i_best	t_i_best	p_i_worst	t_i_worst	eigen_max	eigen_min	eigen_min_kept	z_min	z_max	z_mean	z_sd	tmi	status
ENSG00000113249.12	HAVCR1	0.031176426	5	1	0.025548297	mashr_Brain_Hippocampus	0.963412623	mashr_Brain_Amygdala	3.532968057	5.59E-18	3.532968057	-0.04587156	2.233009815	1.599682664	0.969933606	1	0
ENSG00000148291.9	SURF2	0.031203676	11	1	0.002444906	mashr_Spleen	0.580784739	mashr_Brain_Nucleus_accumbens_basal_ganglia	6.664736046	1.86E-17	6.664736046	-3.030078027	0.552238822	-1.564065184	1.28686595	1	0
ENSG00000196136.17	SERPINA3	0.031247577	5	1	0.014018452	mashr_Spleen	0.455070841	mashr_Brain_Caudate_basal_ganglia	4.360958692	5.00E-19	4.360958692	-2.456790209	2.185185194	-0.778997493	2.114516886	1	0
ENSG00000130724.8	CHMP2A	0.031251539	11	1	0.005010208	mashr_Brain_Substantia_nigra	0.756947845	mashr_Brain_Anterior_cingulate_cortex_BA24	4.901842428	6.96E-18	4.901842428	-2.691244125	2.80637671	0.471455349	1.761512161	1	0
ENSG00000256870.2	SLC5A8	0.031280315	3	1	0.023717041	mashr_Brain_Hippocampus	0.053891097	mashr_Brain_Anterior_cingulate_cortex_BA24	2.030105856	2.45E-16	2.030105856	-2.261682272	1.927710891	0.531246503	2.41874727	1	0
ENSG00000213965.3	NUDT19	0.031342701	10	1	0.026574575	mashr_Brain_Amygdala	0.092914958	mashr_Spleen	9.025385293	8.88E-18	9.025385293	-2.217710546	-1.680217747	-2.04295093	0.150646986	1	0
ENSG00000117877.10	CD3EAP	0.031414859	11	1	0.018178188	mashr_Brain_Hippocampus	0.827586043	mashr_Pituitary	8.204312968	2.79E-17	8.204312968	-0.217798591	2.361968465	1.756761705	0.775990715	1	0
ENSG00000145700.9	ANKRD31	0.031464241	11	1	0.023825492	mashr_Spleen	0.279212742	mashr_Brain_Hippocampus	6.419654257	4.53E-18	6.419654257	-2.259931663	1.082089543	-1.522411685	0.971011045	1	0
ENSG00000183454.16	GRIN2A	0.031464803	7	1	0.026806432	mashr_Brain_Hypothalamus	0.91242966	mashr_Brain_Amygdala	3.928294749	1.30E-16	3.928294749	-0.109974422	2.214324977	1.346079682	1.010631291	1	0
ENSG00000198685.3	LINC01565	0.031471229	1	1	0.031471229	mashr_Spleen	0.031471229	mashr_Spleen	1	1	1	-2.151062985	-2.151062985	-2.151062985	NA	1	0
ENSG00000100316.15	RPL3	0.031640538	11	1	0.006782931	mashr_Brain_Substantia_nigra	0.521418108	mashr_Pituitary	7.38475973	4.43E-17	7.38475973	-1.080115131	2.707317726	1.667351045	1.174216022	1	0
ENSG00000174485.15	DENND4A	0.031734575	10	1	0.027441751	mashr_Brain_Caudate_basal_ganglia	0.074253743	mashr_Brain_Hippocampus	9.310046271	1.75E-17	9.310046271	1.785046697	2.205175942	2.073374938	0.157405815	1	0
ENSG00000231236.2	AP001604.3	0.031735429	1	1	0.031735429	mashr_Spleen	0.031735429	mashr_Spleen	1	1	1	-2.147727251	-2.147727251	-2.147727251	NA	1	0
ENSG00000120328.6	PCDHB12	0.031772682	10	1	0.007057527	mashr_Brain_Hypothalamus	0.696356211	mashr_Brain_Hippocampus	7.709817753	2.37E-17	7.709817753	0.390243888	2.694117546	1.898258219	0.697538785	1	0
ENSG00000189050.15	RNFT1	0.031852101	11	1	0.023988736	mashr_Brain_Substantia_nigra	0.078421472	mashr_Pituitary	8.026672141	3.54E-19	8.026672141	1.759919408	2.257309592	1.924288867	0.149031364	1	0
ENSG00000103126.14	AXIN1	0.031853425	4	1	0.004977125	mashr_Brain_Hippocampus	0.870484197	mashr_Brain_Substantia_nigra	2.286569774	0.190296132	2.286569774	-2.808510542	0.163043484	-1.513506446	1.488820628	1	0
ENSG00000279949.1	RP11-10A14.9	0.031867603	1	1	0.031867603	mashr_Pituitary	0.031867603	mashr_Pituitary	1	1	1	-2.146067381	-2.146067381	-2.146067381	NA	1	0
ENSG00000204149.10	AGAP6	0.031909784	9	1	0.015158437	mashr_Brain_Hippocampus	0.055525477	mashr_Brain_Anterior_cingulate_cortex_BA24	8.266281266	2.64E-17	8.266281266	1.91474151	2.428571463	2.05503546	0.169952224	1	0
ENSG00000006118.14	TMEM132A	0.031916442	6	1	0.032314045	mashr_Brain_Caudate_basal_ganglia	0.151419383	mashr_Spleen	4.607254186	1.96E-19	4.607254186	-2.140504159	1.469879508	-0.889688248	1.81453186	1	0
ENSG00000103494.12	RPGRIP1L	0.031975363	11	1	0.01536145	mashr_Brain_Caudate_basal_ganglia	0.210429998	mashr_Spleen	9.386767665	4.12E-17	9.386767665	-2.42374353	-1.252383933	-1.974717016	0.288126475	1	0
ENSG00000178188.14	SH2B1	0.031986585	6	1	0.031986585	mashr_Brain_Cortex	0.031986585	mashr_Spleen	6	4.05E-17	6	2.144578218	2.144578218	2.144578218	2.81E-16	1	0
ENSG00000271522.1	RP11-36B6.1	0.032024377	5	1	0.031886285	mashr_Brain_Amygdala	0.844706999	mashr_Brain_Putamen_basal_ganglia	4.013134918	3.23E-22	4.013134918	0.195876285	2.145833254	1.75584186	0.872047267	1	0
ENSG00000171811.13	CFAP46	0.032045674	9	1	0.014492142	mashr_Brain_Anterior_cingulate_cortex_BA24	0.840824954	mashr_Brain_Cortex	3.669206346	3.52E-18	3.669206346	-2.444827557	2.444827557	-0.033547976	1.70241995	1	0
ENSG00000139132.14	FGD4	0.032119639	11	1	0.012797267	mashr_Brain_Hypothalamus	0.432034902	mashr_Brain_Caudate_basal_ganglia	7.160272888	2.69E-17	7.160272888	-1.976744175	2.489361763	0.945665494	1.614487792	1	0
ENSG00000129038.15	LOXL1	0.032135875	7	1	0.003716955	mashr_Brain_Cortex	0.144887026	mashr_Brain_Substantia_nigra	4.876470022	8.89E-17	4.876470022	-2.901234627	-1.457831383	-1.824695456	0.493472571	1	0
ENSG00000117395.12	EBNA1BP2	0.032201639	5	1	0.036048009	mashr_Brain_Anterior_cingulate_cortex_BA24	0.717574647	mashr_Spleen	3.039580222	3.74E-19	3.039580222	0.361702114	2.096385479	1.512967414	0.82239428	1	0
ENSG00000120549.17	KIAA1217	0.032232971	7	1	0.032232971	mashr_Brain_Hippocampus	0.032232971	mashr_Brain_Anterior_cingulate_cortex_BA24	7	4.15E-33	7	-2.141509533	2.141509533	-0.9177898	2.089899309	1	0
ENSG00000157542.9	KCNJ6	0.032256394	4	1	0.044339242	mashr_Brain_Hypothalamus	0.267104136	mashr_Brain_Caudate_basal_ganglia	2.015642683	0.220643074	2.015642683	-1.109756112	2.010869503	1.052096546	1.458167932	1	0
ENSG00000172732.11	MUS81	0.032262241	7	1	0.008558259	mashr_Brain_Amygdala	0.040706057	mashr_Brain_Hippocampus	6.905154061	4.22E-17	6.905154061	2.04651165	2.629213572	2.129754782	0.220240625	1	0
ENSG00000272966.1	RP11-686O6.1	0.032272655	7	1	0.026347396	mashr_Brain_Cortex	0.052902594	mashr_Brain_Hypothalamus	6.756944985	3.77E-17	6.756944985	1.935715185	2.221052647	2.103918889	0.118854468	1	0
ENSG00000164520.11	RAET1E	0.03228601	5	1	0.038968812	mashr_Brain_Anterior_cingulate_cortex_BA24	0.039375509	mashr_Spleen	4.623464248	1.48E-18	4.623464248	-2.064516068	-2.060240984	-2.063661051	0.001911875	1	0
ENSG00000131018.22	SYNE1	0.032402783	10	1	0.030982037	mashr_Brain_Cortex	0.087664451	mashr_Brain_Substantia_nigra	8.939895285	1.88E-17	8.939895285	-2.157303333	2.086956501	-1.604649747	1.303029254	1	0
ENSG00000168298.6	HIST1H1E	0.032487148	1	1	0.032487148	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.032487148	mashr_Brain_Nucleus_accumbens_basal_ganglia	1	1	1	2.138364792	2.138364792	2.138364792	NA	1	0
ENSG00000144645.13	OSBPL10	0.032541421	10	1	0.031367351	mashr_Brain_Anterior_cingulate_cortex_BA24	0.237921334	mashr_Brain_Substantia_nigra	5.7327946	4.29E-17	5.7327946	-1.180198354	2.152381097	1.508553308	0.983163327	1	0
ENSG00000100577.18	GSTZ1	0.032584131	11	1	0.009135631	mashr_Spleen	0.128715353	mashr_Pituitary	9.557139646	4.68E-17	9.557139646	-2.606936455	2.325842619	1.625910782	1.438150065	1	0
ENSG00000189280.3	GJB5	0.032592086	4	1	0.041902949	mashr_Pituitary	0.54850622	mashr_Brain_Putamen_basal_ganglia	2.080231426	1.07E-16	2.080231426	-2.034482718	0.600000024	-1.149979442	1.241971853	1	0
ENSG00000142583.17	SLC2A5	0.032601804	9	1	0.003327897	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.872655952	mashr_Pituitary	4.383800324	9.36E-17	4.383800324	-0.890243888	2.935705863	1.195100234	1.428644828	1	0
ENSG00000180822.11	PSMG4	0.032629753	6	1	0.024613026	mashr_Pituitary	0.131232551	mashr_Brain_Putamen_basal_ganglia	4.844604141	0.006789163	4.844604141	-2.247422695	-1.509259224	-2.004147469	0.258526343	1	0
ENSG00000169618.6	PROKR1	0.032669181	1	1	0.032669181	mashr_Brain_Hippocampus	0.032669181	mashr_Brain_Hippocampus	1	1	1	-2.136125565	-2.136125565	-2.136125565	NA	1	0
ENSG00000079101.16	CLUL1	0.032673494	10	1	0.003473361	mashr_Brain_Caudate_basal_ganglia	0.35364818	mashr_Pituitary	7.7479112	1.05E-17	7.7479112	-2.922408083	-0.927536249	-1.858041981	0.662471588	1	0
ENSG00000160505.15	NLRP4	0.032689697	2	1	0.095580712	mashr_Brain_Substantia_nigra	0.154319259	mashr_Spleen	1.047241069	0.952758931	1.047241069	-1.666666627	-1.424439596	-1.545553111	0.171280376	1	0
ENSG00000171302.16	CANT1	0.032699652	6	1	0.025696424	mashr_Brain_Anterior_cingulate_cortex_BA24	0.191864006	mashr_Brain_Cortex	5.053431084	1.96E-17	5.053431084	-2.230769157	-1.305084705	-1.94724576	0.345570496	1	0
ENSG00000117245.12	KIF17	0.032712022	10	1	0.006190991	mashr_Brain_Amygdala	0.119624985	mashr_Brain_Cortex	9.356452382	3.04E-17	9.356452382	-2.737490468	-1.556349591	-2.065472002	0.444409547	1	0
ENSG00000010295.19	IFFO1	0.032784117	3	1	0.008985306	mashr_Pituitary	0.242636976	mashr_Brain_Hypothalamus	2.106979001	0.009794588	2.106979001	-1.16842103	2.612612724	1.325241089	2.159955234	1	0
ENSG00000198454.2	PRR31	0.032791366	2	1	0.032380312	mashr_Brain_Hypothalamus	0.033206881	mashr_Brain_Substantia_nigra	1.999999997	2.70E-09	1.999999997	-2.139684014	-2.129573016	-2.134628515	0.007149556	1	0
ENSG00000260653.5	RP11-114G11.5	0.032793562	6	1	0.030021937	mashr_Pituitary	0.036317924	mashr_Brain_Amygdala	5.975261751	6.01E-17	5.975261751	-2.169800834	-2.093349983	-2.130159381	0.027909139	1	0
ENSG00000237248.4	LINC00987	0.03284955	9	1	0.003573101	mashr_Brain_Caudate_basal_ganglia	0.995646056	mashr_Spleen	4.736088503	5.66E-18	4.736088503	-0.005456886	2.913580179	1.559642674	0.911546277	1	0
ENSG00000182196.13	ARL6IP4	0.032897383	6	1	0.032897383	mashr_Brain_Caudate_basal_ganglia	0.032897383	mashr_Brain_Anterior_cingulate_cortex_BA24	6	2.25E-33	6	-2.133333445	2.133333445	-0.711111148	2.203297307	1	0
ENSG00000108344.14	PSMD3	0.032913586	8	1	0.002491349	mashr_Brain_Hippocampus	0.044116008	mashr_Brain_Caudate_basal_ganglia	7.117833015	2.14E-19	7.117833015	-2.012986898	3.024390221	-1.383314759	1.78098176	1	0
ENSG00000169957.9	ZNF768	0.032918293	10	1	0.027638414	mashr_Brain_Putamen_basal_ganglia	0.278660477	mashr_Brain_Cortex	5.404168839	7.73E-18	5.404168839	-1.345466875	2.202380896	0.530594116	1.758248001	1	0
ENSG00000139572.3	GPR84	0.032963284	4	1	0.032963284	mashr_Brain_Anterior_cingulate_cortex_BA24	0.032963284	mashr_Brain_Anterior_cingulate_cortex_BA24	4	9.98E-18	4	-2.132530212	2.132530212	-1.066265106	2.132530212	1	0
ENSG00000171219.8	CDC42BPG	0.032965349	11	1	0.023531141	mashr_Brain_Hypothalamus	0.586743594	mashr_Spleen	7.464037378	1.39E-17	7.464037378	-1.621438862	2.264699257	1.51903609	1.149613251	1	0
ENSG00000110944.8	IL23A	0.032984689	8	1	0.018896785	mashr_Brain_Anterior_cingulate_cortex_BA24	0.04745143	mashr_Spleen	7.89798282	1.48E-17	7.89798282	1.982248545	2.347560883	2.119240671	0.189067097	1	0
ENSG00000131653.12	TRAF7	0.032988852	2	1	0.111154964	mashr_Brain_Hypothalamus	0.151929708	mashr_Pituitary	1.006882438	0.993117562	1.006882438	-1.5930233	1.432748556	-0.080137372	2.139543798	1	0
ENSG00000157326.18	DHRS4	0.033024462	11	1	0.003495911	mashr_Brain_Amygdala	0.817835092	mashr_Brain_Caudate_basal_ganglia	6.761718201	3.94E-17	6.761718201	-2.92039222	0.351219505	-1.552274369	1.122658112	1	0
ENSG00000116761.11	CTH	0.033036621	4	1	0.02600142	mashr_Brain_Substantia_nigra	0.871313557	mashr_Brain_Caudate_basal_ganglia	2.971057008	1.69E-17	2.971057008	-0.161990218	2.226190567	1.565609058	1.157947257	1	0
ENSG00000267268.1	AC007204.2	0.033051768	8	1	0.034006055	mashr_Brain_Caudate_basal_ganglia	0.052967574	mashr_Brain_Cortex	7.584647171	6.27E-17	7.584647171	1.935185194	2.119999886	2.073865671	0.085424095	1	0
ENSG00000103248.18	MTHFSD	0.033090165	11	1	0.001412192	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.948559266	mashr_Brain_Hippocampus	7.381339315	0.000763047	7.381339315	0.064516127	3.192147533	1.701333114	0.971593652	1	0
ENSG00000272880.1	RP11-33M22.2	0.033111381	8	1	0.03336532	mashr_Brain_Amygdala	0.669503679	mashr_Brain_Hypothalamus	7.015717468	2.94E-17	7.015717468	0.426829278	2.127659559	1.915055774	0.601334313	1	0
ENSG00000167767.13	KRT80	0.033126223	10	1	0.026052586	mashr_Pituitary	0.840466778	mashr_Brain_Nucleus_accumbens_basal_ganglia	5.11981984	6.79E-18	5.11981984	-0.277745819	2.225427015	1.298009654	0.897439269	1	0
ENSG00000198700.9	IPO9	0.033154179	11	1	0.029792881	mashr_Spleen	0.056077897	mashr_Brain_Hippocampus	8.841523297	6.17E-17	8.841523297	1.910429802	2.172833103	2.032137609	0.110447917	1	0
ENSG00000161048.11	NAPEPLD	0.033210076	11	1	0.013988943	mashr_Pituitary	0.393129666	mashr_Brain_Amygdala	6.211957699	3.32E-17	6.211957699	-1.702764098	2.457547188	1.194238722	1.448335499	1	0
ENSG00000227345.8	PARG	0.033220214	2	1	0.033220214	mashr_Brain_Caudate_basal_ganglia	0.033220214	mashr_Spleen	2	3.35E-17	2	2.129411697	2.129411697	2.129411697	9.93E-16	1	0
ENSG00000203943.8	SAMD13	0.033242412	11	1	0.023846236	mashr_Brain_Substantia_nigra	0.162582562	mashr_Spleen	10.26112383	2.10E-17	10.26112383	-2.259597606	-1.396438255	-2.049959502	0.226918314	1	0
ENSG00000166926.8	MS4A6E	0.033244075	1	1	0.033244075	mashr_Spleen	0.033244075	mashr_Spleen	1	1	1	2.129123121	2.129123121	2.129123121	NA	1	0
ENSG00000108786.10	HSD17B1	0.033271663	11	1	0.000137391	mashr_Brain_Cortex	0.569379557	mashr_Brain_Putamen_basal_ganglia	9.042457045	2.44E-17	9.042457045	-3.812818788	0.568965495	-1.913654798	1.251559966	1	0
ENSG00000273305.1	RP11-440D17.4	0.033344792	1	1	0.033344792	mashr_Brain_Putamen_basal_ganglia	0.033344792	mashr_Brain_Putamen_basal_ganglia	1	1	1	2.127907038	2.127907038	2.127907038	NA	1	0
ENSG00000072682.18	P4HA2	0.033396222	10	1	0.012454578	mashr_Brain_Caudate_basal_ganglia	0.507554365	mashr_Spleen	7.356548052	6.55E-18	7.356548052	-2.49899581	-0.662650585	-1.779822849	0.629785206	1	0
ENSG00000017260.19	ATP2C1	0.033524015	11	1	0.020297334	mashr_Brain_Substantia_nigra	0.481617315	mashr_Brain_Hippocampus	9.228820934	1.14E-17	9.228820934	-2.320805672	2.067415714	-1.529320671	1.273034169	1	0
ENSG00000197520.10	FAM177B	0.033530514	10	1	0.0334591	mashr_Brain_Caudate_basal_ganglia	0.846065452	mashr_Pituitary	5.38014658	2.69E-17	5.38014658	-0.194141034	2.126530647	1.491405911	0.734765022	1	0
ENSG00000091490.10	SEL1L3	0.033547188	10	1	0.003836721	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.3520835	mashr_Brain_Putamen_basal_ganglia	4.190537985	3.40E-18	4.190537985	-2.891283251	0.930555582	-1.239413152	1.610814155	1	0
ENSG00000148468.16	FAM171A1	0.033603241	11	1	0.017407275	mashr_Brain_Substantia_nigra	0.981004543	mashr_Brain_Nucleus_accumbens_basal_ganglia	4.666664785	4.21E-17	4.666664785	-2.377990484	2.377990484	-0.62482596	1.43572944	1	0
ENSG00000185127.6	C6orf120	0.033675748	11	1	0.013590142	mashr_Brain_Hypothalamus	0.564854654	mashr_Brain_Hippocampus	8.483462264	2.37E-17	8.483462264	-2.467918082	-0.575645745	-1.830945928	0.522312368	1	0
ENSG00000186529.15	CYP4F3	0.033705792	8	1	0.023736742	mashr_Brain_Anterior_cingulate_cortex_BA24	0.762403883	mashr_Brain_Caudate_basal_ganglia	6.639736692	4.36E-17	6.639736692	0.302325577	2.261363745	1.859726595	0.653609245	1	0
ENSG00000103005.11	USB1	0.033761877	11	1	0.039927728	mashr_Brain_Anterior_cingulate_cortex_BA24	0.560741769	mashr_Spleen	7.286835779	2.19E-32	7.286835779	-2.054495811	-0.581740082	-1.66106773	0.607081904	1	0
ENSG00000198722.14	UNC13B	0.033782617	2	1	0.002484256	mashr_Spleen	0.873597253	mashr_Brain_Cortex	1.125253145	0.874746855	1.125253145	-3.025252581	0.159090906	-1.433080837	2.251670873	1	0
ENSG00000164308.16	ERAP2	0.033790956	11	1	0.033841844	mashr_Brain_Caudate_basal_ganglia	0.033841844	mashr_Pituitary	10.9937156	2.93E-17	10.9937156	-2.121951103	-2.121951103	-2.121951103	2.43E-16	1	0
ENSG00000176783.14	RUFY1	0.034005809	11	1	0.005581091	mashr_Brain_Caudate_basal_ganglia	0.694128623	mashr_Brain_Hypothalamus	6.301974349	7.55E-17	6.301974349	-0.393258423	2.771428585	1.54967553	0.783852069	1	0
ENSG00000162607.12	USP1	0.034017914	9	1	0.008201059	mashr_Brain_Amygdala	0.981004543	mashr_Brain_Hippocampus	7.659328073	5.29E-17	7.659328073	-2.643678188	-0.023809524	-1.863993831	1.194543999	1	0
ENSG00000213366.12	GSTM2	0.034066304	10	1	0.019536216	mashr_Brain_Putamen_basal_ganglia	0.403578797	mashr_Spleen	5.721112751	6.03E-18	5.721112751	-2.335137937	-0.835246742	-1.588078904	0.559033284	1	0
ENSG00000145244.11	CORIN	0.034072175	7	1	0.016246661	mashr_Brain_Putamen_basal_ganglia	0.990269942	mashr_Spleen	5.761928735	3.01E-17	5.761928735	-0.012195121	2.403326814	1.777149888	0.811399145	1	0
ENSG00000241878.11	PISD	0.034086779	10	1	0.000652394	mashr_Spleen	0.725121432	mashr_Brain_Hypothalamus	6.913887142	1.02E-17	6.913887142	-2.21140933	3.408841424	1.435307868	1.533746051	1	0
ENSG00000185340.15	GAS2L1	0.034112371	11	1	0.039904977	mashr_Brain_Putamen_basal_ganglia	0.239109616	mashr_Spleen	8.64489215	6.63E-17	8.64489215	1.177215219	2.054731171	1.868759692	0.292282256	1	0
ENSG00000276476.2	LINC00540	0.034127035	7	1	0.033534227	mashr_Brain_Amygdala	0.953993721	mashr_Brain_Putamen_basal_ganglia	6.014897996	4.85E-23	6.014897996	-0.057692308	2.125628233	1.813725299	0.825217598	1	0
ENSG00000089597.16	GANAB	0.034197225	11	1	0.01887223	mashr_Brain_Substantia_nigra	0.03871278	mashr_Brain_Caudate_basal_ganglia	10.95229028	1.49E-17	10.95229028	-2.348045222	-2.067226887	-2.113514357	0.083025748	1	0
ENSG00000243147.7	MRPL33	0.03420496	3	1	0.03420496	mashr_Brain_Amygdala	0.03420496	mashr_Brain_Amygdala	3	5.35E-35	3	2.117647171	2.117647171	2.117647171	0	1	0
ENSG00000241553.12	ARPC4	0.034211862	10	1	0.036409637	mashr_Brain_Hypothalamus	0.501067519	mashr_Brain_Amygdala	6.04435989	1.07E-17	6.04435989	-2.092322944	1.425287366	-1.359700581	1.120744739	1	0
ENSG00000143178.12	TBX19	0.034285328	7	1	0.001166043	mashr_Brain_Cortex	0.731959843	mashr_Brain_Substantia_nigra	3.652408951	6.25E-17	3.652408951	-3.247058868	0.342519671	-1.666781978	1.251251558	1	0
ENSG00000152990.13	ADGRA3	0.034297597	11	1	0.015220763	mashr_Brain_Cortex	0.484768018	mashr_Brain_Hippocampus	5.232478382	2.11E-33	5.232478382	-2.427083254	2.427083254	-0.785460626	1.593036856	1	0
ENSG00000124214.19	STAU1	0.034374666	9	1	0.025009563	mashr_Brain_Hypothalamus	0.583156093	mashr_Brain_Nucleus_accumbens_basal_ganglia	7.101074506	3.25E-17	7.101074506	-2.241254992	-0.548780501	-1.833291282	0.493615828	1	0
ENSG00000073060.15	SCARB1	0.034441227	10	1	0.016117231	mashr_Brain_Cortex	0.945001318	mashr_Brain_Amygdala	6.827856186	6.83E-17	6.827856186	-2.40625	2.40625	-1.251651159	1.475677635	1	0
ENSG00000214753.2	HNRNPUL2	0.03448309	4	1	0.027371009	mashr_Spleen	0.049019606	mashr_Brain_Putamen_basal_ganglia	3.898219771	2.27E-17	3.898219771	1.968421102	2.206185579	2.08730334	0.137273385	1	0
ENSG00000127586.16	CHTF18	0.034522383	11	1	0.029711669	mashr_Brain_Amygdala	0.109168501	mashr_Brain_Putamen_basal_ganglia	9.6664114	3.88E-17	9.6664114	1.601941705	2.173913002	1.982892879	0.141395922	1	0
ENSG00000271945.1	RP11-354K4.2	0.034571191	3	1	0.002107039	mashr_Brain_Hypothalamus	0.236414414	mashr_Pituitary	2.295648061	0.125138095	2.295648061	1.183996586	3.074714883	1.936539612	1.002615625	1	0
ENSG00000145388.14	METTL14	0.034574446	11	1	0.016616311	mashr_Brain_Caudate_basal_ganglia	0.300509708	mashr_Spleen	9.723604142	1.89E-17	9.723604142	-2.395089451	-1.03534096	-1.961114796	0.416233992	1	0
ENSG00000178982.9	EIF3K	0.034599822	7	1	0.035957954	mashr_Spleen	0.040973745	mashr_Brain_Amygdala	6.64745798	3.67E-17	6.64745798	2.043795586	2.097402573	2.059348856	0.021242801	1	0
ENSG00000074047.21	GLI2	0.034643066	11	1	0.047075545	mashr_Brain_Substantia_nigra	0.080615404	mashr_Brain_Amygdala	8.624404047	1.93E-17	8.624404047	1.74712646	1.985619898	1.902262908	0.087692199	1	0
ENSG00000140836.14	ZFHX3	0.034665454	8	1	0.034665454	mashr_Brain_Hypothalamus	0.034665454	mashr_Brain_Anterior_cingulate_cortex_BA24	8	7.54E-18	8	-2.112244844	-2.112244844	-2.112244844	4.75E-16	1	0
ENSG00000160888.6	IER2	0.034703929	5	1	0.030579664	mashr_Brain_Hypothalamus	0.683871667	mashr_Brain_Anterior_cingulate_cortex_BA24	3.030677925	6.00E-17	3.030677925	-2.162499905	0.769230783	-1.062216663	1.512052614	1	0
ENSG00000068028.17	RASSF1	0.034784729	6	1	0.021496694	mashr_Brain_Caudate_basal_ganglia	0.076561966	mashr_Spleen	5.802752602	3.06E-20	5.802752602	1.770992398	2.299145222	2.078643998	0.170779207	1	0
ENSG00000103227.18	LMF1	0.034835236	10	1	0.024744571	mashr_Brain_Putamen_basal_ganglia	0.32204368	mashr_Spleen	7.69710072	0.000131696	7.69710072	-2.245367167	-0.990266901	-1.824807179	0.357582389	1	0
ENSG00000171943.11	SRGAP2C	0.034893764	10	1	0.034893764	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.034893764	mashr_Brain_Amygdala	10	6.60E-17	10	2.1095891	2.1095891	2.1095891	1.48E-16	1	0
ENSG00000188610.12	FAM72B	0.034893764	5	1	0.034893764	mashr_Brain_Cortex	0.034893764	mashr_Brain_Nucleus_accumbens_basal_ganglia	5	8.94E-66	5	2.1095891	2.1095891	2.1095891	3.14E-16	1	0
ENSG00000198000.11	NOL8	0.034931839	10	1	0.024145629	mashr_Spleen	0.809132046	mashr_Brain_Hippocampus	5.740032645	7.37E-18	5.740032645	0.241545901	2.254804078	1.529675971	0.52366327	1	0
ENSG00000162302.12	RPS6KA4	0.034938156	5	1	0.003136607	mashr_Pituitary	0.220390576	mashr_Brain_Hypothalamus	3.621810139	7.38E-17	3.621810139	-2.954022884	2.059523821	0.717241775	2.092794606	1	0
ENSG00000214189.8	ZNF788	0.034959373	6	1	0.003881432	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.542023378	mashr_Brain_Hypothalamus	4.048584995	3.87E-17	4.048584995	-0.609756112	2.887640476	1.589557816	1.317210121	1	0
ENSG00000177370.4	TIMM22	0.035023704	10	1	0.026418766	mashr_Brain_Amygdala	0.439043423	mashr_Brain_Hypothalamus	8.46379638	4.26E-19	8.46379638	0.773809552	2.220000029	1.896720105	0.564514016	1	0
ENSG00000127129.9	EDN2	0.035065251	2	1	0.011853243	mashr_Pituitary	0.375771505	mashr_Brain_Nucleus_accumbens_basal_ganglia	1.302899968	0.697100032	1.302899968	-2.516483545	0.885714293	-0.815384626	2.405717162	1	0
ENSG00000126464.13	PRR12	0.035142872	10	1	0.028379513	mashr_Brain_Anterior_cingulate_cortex_BA24	0.067964404	mashr_Brain_Hippocampus	9.603311373	4.80E-17	9.603311373	-2.191999912	-1.825242758	-2.067566487	0.160032925	1	0
ENSG00000163347.5	CLDN1	0.035174802	9	1	0.022658593	mashr_Brain_Hypothalamus	0.464347219	mashr_Brain_Amygdala	3.960467602	3.32E-18	3.960467602	-1.454832104	2.279142547	0.881758745	1.484416653	1	0
ENSG00000162494.5	LRRC38	0.035267413	4	1	0.057398683	mashr_Brain_Amygdala	0.135075797	mashr_Brain_Caudate_basal_ganglia	2.067904196	1.62E-17	2.067904196	-1.900262475	1.900262475	0.847124904	1.841409933	1	0
ENSG00000215021.8	PHB2	0.035288007	11	1	0.033291738	mashr_Brain_Cortex	0.038057091	mashr_Spleen	10.97775463	9.68E-18	10.97775463	-2.128547235	-2.074239309	-2.102897327	0.019878944	1	0
ENSG00000115365.11	LANCL1	0.035326708	7	1	0.020300083	mashr_Brain_Nucleus_accumbens_basal_ganglia	0.191934395	mashr_Brain_Anterior_cingulate_cortex_BA24	6.031611016	1.02E-17	6.031611016	-2.320754766	-1.304877996	-1.995336895	0.329868953	1	0
ENSG00000251161.3	RP11-540O11.1	0.035374405	4	1	0.035374405	mashr_Brain_Anterior_cingulate_cortex_BA24	0.035374405	mashr_Brain_Anterior_cingulate_cortex_BA24	4	1.24E-32	4	2.104046345	2.104046345	2.104046345	0	1	0
ENSG00000233117.2	LINC00702	0.03542296	10	1	0.033980689	mashr_Brain_Amygdala	0.042348909	mashr_Brain_Nucleus_accumbens_basal_ganglia	9.988555032	1.20E-17	9.988555032	2.030075073	2.12030077	2.10225563	0.038042494	1	0
ENSG00000168438.14	CDC40	0.035446106	10	1	0.009281602	mashr_Brain_Anterior_cingulate_cortex_BA24	0.240982256	mashr_Brain_Nucleus_accumbens_basal_ganglia	6.09735738	3.32E-18	6.09735738	-2.601503849	1.172535181	-1.499432831	1.045991146	1	0
